Match Number,HTGD,FGS,RED-H,RED-A,POINTS_H,POINTS_A,TOTAL_H_P,TOTAL_A_P,Match_O
673,0,0,0,0,45,68,49,85,1
674,-2,0,0,0,74,44,87,46,2
675,1,1,0,0,62,31,83,42,2
676,1,1,0,0,34,41,58,40,2
677,0,2,0,0,30,37,43,57,1
678,-1,0,0,0,39,45,0,49,0
679,1,1,0,0,44,28,46,0,2
680,0,2,0,0,41,38,40,37,1
681,2,1,0,0,74,31,76,43,2
682,0,0,0,0,35,53,39,65,0
683,-1,0,0,0,31,77,42,87,0
684,1,1,0,0,71,47,85,36,2
685,3,1,0,0,44,37,55,58,2
686,-2,0,0,0,38,65,57,83,0
687,1,1,0,0,55,34,60,0,2
688,-1,0,0,0,34,39,0,0,0
689,0,1,0,0,28,42,0,40,2
690,-2,0,0,0,48,77,49,76,0
691,2,1,0,0,80,47,87,55,2
692,-2,0,0,0,68,74,83,85,0
693,1,1,0,0,37,38,58,57,2
694,0,2,0,0,39,35,37,39,1
695,0,2,0,0,56,47,65,46,1
696,0,1,0,0,47,58,36,60,2
697,0,0,0,0,31,31,43,42,2
698,1,1,0,0,42,83,40,87,0
699,1,1,0,0,40,34,37,0,1
700,0,0,0,1,57,48,65,49,2
701,1,1,0,0,31,58,42,60,1
702,-1,0,0,0,34,50,43,36,0
703,0,2,0,0,42,42,0,40,2
704,1,1,0,0,48,47,46,55,2
705,-1,0,0,0,31,80,0,76,0
706,1,1,0,0,77,40,85,58,2
707,0,2,0,0,86,68,87,83,1
708,0,0,0,0,38,36,57,39,2
709,1,1,0,0,7,6,0,65,1
710,2,1,0,0,6,6,55,57,2
711,0,2,0,0,1,4,46,40,1
712,0,2,0,0,12,8,83,0,0
713,-2,0,0,0,4,7,43,58,0
714,-1,0,0,0,4,11,0,85,0
715,-1,0,0,0,10,8,58,87,0
716,0,2,0,0,7,6,0,36,2
717,0,0,0,0,8,6,40,42,0
718,0,2,0,0,7,10,37,58,1
719,0,2,0,0,6,8,36,39,1
720,-1,0,0,0,17,8,76,40,2
721,0,2,0,0,11,10,87,0,2
722,0,2,0,0,13,7,57,36,1
723,1,1,0,0,2,8,46,37,2
724,0,0,0,0,12,16,49,83,0
725,-1,0,0,0,8,14,40,60,0
726,0,2,0,0,23,24,60,87,1
727,1,1,0,0,18,21,57,0,1
728,0,2,0,0,14,11,0,0,2
729,0,2,0,0,33,17,76,49,1
730,0,2,0,0,28,15,87,39,2
731,0,0,0,0,19,31,49,60,0
732,0,0,0,0,27,18,0,39,0
733,-1,0,0,0,34,31,60,83,1
734,1,1,0,0,17,21,58,55,1
735,2,1,0,0,29,22,65,39,2
736,1,1,0,0,25,41,36,85,1
737,0,2,0,1,15,20,0,46,2
738,-1,0,0,0,22,20,49,0,2
739,0,0,0,0,27,35,0,60,0
740,0,2,0,0,20,45,0,76,1
741,0,1,0,0,22,25,43,49,1
742,1,1,0,0,29,27,49,0,2
743,-2,0,0,0,22,46,0,83,0
744,0,2,0,0,55,31,76,39,2
745,-1,0,0,0,52,32,60,46,0
746,0,0,0,0,29,52,43,83,0
747,0,1,0,0,65,52,87,60,2
748,1,1,0,0,35,29,0,43,1
749,0,2,0,0,36,34,0,58,2
750,1,1,0,0,32,34,39,0,2
751,3,1,0,0,69,45,83,0,2
752,1,1,0,0,59,34,60,43,2
753,0,2,0,0,40,31,58,0,1
754,-1,0,0,0,53,60,36,65,0
755,-1,0,0,0,35,87,0,87,0
756,1,1,0,0,83,51,76,46,2
757,1,1,0,0,47,41,55,37,2
758,0,0,0,0,36,80,39,85,0
759,1,1,0,0,48,32,49,42,2
760,1,1,0,0,42,41,40,57,2
761,1,1,0,0,0,0,90,0,2
762,1,1,0,0,0,0,51,86,2
763,0,0,0,0,0,0,83,35,2
764,-1,0,0,0,0,0,62,45,0
765,-1,0,0,0,0,0,41,50,0
766,-1,0,0,0,0,0,41,36,0
767,-1,0,0,0,0,0,41,53,0
768,2,1,0,0,0,0,45,0,2
769,-1,0,0,0,0,0,0,51,0
770,-3,0,0,0,0,0,63,72,0
771,1,1,0,0,3,3,36,83,0
772,-1,0,0,0,3,0,45,0,0
773,0,2,0,0,0,0,0,41,2
774,0,1,0,0,0,3,0,90,1
775,-2,0,0,0,0,3,35,51,0
776,2,1,0,0,0,3,86,45,2
777,1,1,0,0,3,0,72,41,2
778,0,2,0,0,3,3,0,45,1
779,0,2,0,0,0,0,35,41,2
780,1,1,0,0,3,3,50,0,2
781,0,0,0,0,3,0,36,41,2
782,0,0,0,0,3,3,45,90,0
783,0,2,0,0,3,6,51,51,0
784,1,1,0,0,3,0,0,63,1
785,-1,0,0,0,3,6,53,83,0
786,-2,0,0,0,3,0,86,62,0
787,1,1,0,0,9,6,83,0,2
788,0,2,0,0,0,3,41,51,1
789,0,1,0,0,0,3,41,86,0
790,1,1,0,0,4,6,45,36,2
791,0,2,0,0,9,4,51,0,2
792,-1,0,0,0,3,3,0,35,1
793,-1,0,0,0,6,6,90,72,2
794,-1,0,0,0,0,6,41,50,0
795,0,0,0,0,0,3,63,45,2
796,1,1,0,0,3,3,62,53,2
797,0,1,0,0,7,12,45,83,0
798,0,1,0,0,6,4,36,35,2
799,0,2,0,0,3,4,45,51,2
800,-1,1,0,0,12,9,51,90,0
801,0,0,0,0,4,6,0,62,0
802,-1,0,0,0,3,3,53,63,2
803,1,1,0,0,1,4,41,0,2
804,2,1,0,0,6,6,86,0,2
805,1,1,0,0,9,6,50,72,2
806,-1,0,0,0,0,0,41,41,0
807,0,1,0,0,6,9,0,36,2
808,1,1,0,0,6,6,72,45,2
809,0,1,0,0,12,12,90,50,2
810,1,1,0,0,4,6,0,53,2
811,-1,0,0,0,0,6,41,63,0
812,-1,0,0,0,7,4,0,41,0
813,0,0,0,0,4,12,41,62,2
814,1,1,0,0,12,4,86,35,2
815,0,0,0,0,8,15,45,90,0
816,1,1,0,0,12,4,50,51,2
817,1,1,0,0,9,7,36,0,2
818,0,1,0,0,7,15,41,51,1
819,0,2,0,0,9,7,0,0,2
820,0,2,0,0,4,9,35,45,2
821,-1,0,0,0,7,0,0,41,0
822,-1,0,0,0,18,12,90,36,1
823,1,0,0,0,12,7,72,41,2
824,0,0,0,0,9,8,63,45,1
825,1,1,0,1,4,6,51,53,1
826,0,2,0,0,18,15,83,86,2
827,1,1,0,0,12,15,62,50,1
828,0,0,0,0,10,7,63,0,1
829,0,0,0,0,13,21,62,83,2
830,1,1,0,0,15,7,72,0,2
831,1,1,0,0,7,7,53,35,2
832,2,0,0,0,7,12,41,0,2
833,1,1,0,0,9,16,45,50,1
834,0,0,0,0,8,16,0,62,1
835,1,1,0,0,7,16,0,36,2
836,0,1,0,0,12,10,0,45,0
837,0,2,0,0,7,3,35,41,1
838,0,0,0,0,19,12,51,45,0
839,1,1,0,0,21,10,83,41,2
840,1,1,0,0,8,11,41,63,2
841,0,2,0,0,15,22,86,90,2
842,0,2,0,0,17,10,50,53,1
843,-2,0,0,0,5,18,51,72,1
844,1,1,0,0,11,17,63,62,1
845,0,1,0,0,11,18,53,86,2
846,2,1,0,0,4,13,41,45,2
847,2,1,0,0,15,9,45,0,1
848,1,1,0,0,12,8,0,35,2
849,1,1,0,0,7,18,51,62,1
850,0,2,0,0,10,18,0,50,2
851,2,1,0,0,19,19,72,51,2
852,-1,0,1,0,11,24,41,83,0
853,1,1,0,0,18,11,62,41,2
854,-1,0,0,0,10,7,41,41,2
855,-1,0,0,0,19,15,50,0,1
856,1,1,0,0,19,17,51,36,2
857,-3,0,0,0,10,22,0,72,0
858,-1,0,0,0,8,16,35,45,2
859,-1,0,0,0,10,12,51,63,0
860,0,1,0,0,13,14,45,53,1
861,0,2,0,0,27,25,83,90,2
862,-1,1,0,0,18,11,86,0,1
863,0,2,0,0,19,20,86,50,1
864,1,1,0,0,12,15,0,53,2
865,1,1,0,0,16,21,0,62,1
866,-1,0,0,0,11,13,41,41,0
867,1,1,0,0,22,14,51,45,2
868,-1,0,0,0,16,7,45,41,1
869,1,1,0,0,15,16,53,41,2
870,3,1,0,0,12,15,35,63,2
871,0,0,0,0,7,28,41,90,0
872,3,1,0,0,11,17,51,0,2
873,0,2,0,0,14,20,45,36,2
874,1,1,0,0,22,25,62,51,1
875,-1,0,0,0,10,15,0,0,0
876,-1,0,0,0,15,20,63,86,0
877,-2,0,0,0,25,33,72,83,0
878,0,2,0,0,16,19,41,45,1
879,-1,0,0,0,18,11,53,41,1
880,1,1,0,0,21,15,50,35,1
881,2,1,0,0,25,20,72,45,2
882,2,1,0,0,23,16,62,35,2
883,0,2,0,0,17,23,41,86,1
884,-1,0,0,0,14,31,51,90,0
885,1,1,0,0,17,18,45,0,0
886,1,1,0,0,19,20,53,36,2
887,0,0,0,0,15,26,63,51,0
888,1,1,0,0,7,17,41,0,2
889,0,0,0,0,20,17,45,45,0
890,0,2,0,0,21,14,0,51,2
891,0,1,0,0,12,25,41,50,1
892,0,0,0,0,17,22,0,53,1
893,1,1,0,0,24,28,86,72,0
894,-1,0,0,0,21,29,36,62,0
895,1,1,0,0,24,19,0,41,2
896,0,2,0,0,13,14,41,51,2
897,2,1,0,0,34,16,90,0,2
898,0,0,0,0,18,31,0,72,1
899,1,1,0,0,37,11,83,41,2
900,1,1,0,0,24,18,86,45,2
901,1,1,0,0,27,26,51,50,2
902,0,2,0,0,32,21,62,45,2
903,-1,0,0,0,19,30,41,51,0
904,1,1,0,0,23,37,53,90,2
905,1,1,0,0,26,21,50,36,2
906,1,1,0,0,32,17,72,35,2
907,1,1,0,0,16,19,0,0,2
908,0,1,0,0,17,27,63,0,1
909,1,1,0,0,14,40,51,83,1
910,1,1,0,1,11,27,41,86,2
911,0,2,0,0,35,35,72,62,2
912,-1,0,0,0,17,37,35,90,0
913,0,2,0,0,28,41,0,83,1
914,0,2,0,0,26,33,53,51,1
915,1,1,0,0,15,14,51,41,2
916,0,0,0,0,20,22,41,36,1
917,-1,0,0,0,42,27,83,53,2
918,0,2,0,0,19,20,63,0,2
919,2,1,0,0,35,21,50,41,2
920,0,0,0,0,41,22,72,63,1
921,1,1,0,0,32,43,0,90,1
922,3,1,0,0,21,27,45,53,2
923,-2,0,0,0,14,38,41,72,0
924,3,1,0,0,40,19,90,45,2
925,0,0,0,0,35,30,62,86,0
926,1,1,0,0,17,17,41,35,1
927,1,1,0,0,34,18,51,51,2
928,0,0,0,0,14,19,41,51,1
929,0,2,0,0,19,37,0,86,1
930,1,1,0,0,18,20,41,0,2
931,1,1,0,0,38,27,51,53,2
932,1,1,0,0,47,19,90,35,2
933,-1,0,0,0,45,18,72,41,2
934,1,1,0,0,34,38,86,51,2
935,0,2,0,0,35,18,62,51,1
936,1,1,0,0,21,27,41,53,2
937,-1,0,0,0,18,42,41,72,0
938,0,0,0,0,24,33,45,86,1
939,4,1,0,0,45,23,83,36,2
940,0,2,0,0,36,48,62,72,1
941,2,1,0,0,48,33,83,0,2
942,0,0,0,0,33,41,0,51,1
943,-2,0,0,0,27,37,53,62,0
944,1,1,0,0,19,20,35,0,1
945,1,1,0,0,38,21,86,41,2
946,0,2,0,0,20,27,51,41,1
947,2,1,0,0,38,15,50,41,2
948,-2,0,0,0,49,50,72,90,0
949,0,2,0,0,23,25,36,45,1
950,0,1,0,0,20,54,35,83,1
951,0,2,1,1,41,32,86,63,2
952,0,2,0,0,21,30,41,53,1
953,1,1,0,0,20,21,0,51,2
954,1,1,0,0,21,41,35,50,2
955,2,1,0,0,53,15,90,41,2
956,2,1,0,0,26,28,45,41,2
957,-1,0,0,0,24,22,36,45,1
958,0,2,0,0,42,40,51,62,1
959,-1,0,1,1,15,25,41,36,1
960,1,1,0,0,23,29,45,45,1
961,0,2,0,0,30,44,45,50,1
962,0,2,0,0,49,44,72,86,2
963,0,1,0,1,41,56,62,90,1
964,1,1,0,0,21,37,51,0,2
965,1,1,0,0,21,43,0,51,2
966,1,1,0,1,28,24,41,35,2
967,1,0,0,0,32,58,63,83,2
968,1,1,0,0,41,22,50,41,2
969,0,2,0,0,24,22,45,41,1
970,0,0,0,0,35,57,63,90,2
971,1,1,0,0,52,26,72,36,2
972,1,1,0,0,24,24,51,35,2
973,1,1,0,0,31,23,41,41,2
974,0,0,0,0,42,23,62,0,2
975,-1,0,0,0,34,37,53,0,2
976,0,2,0,0,45,44,50,86,1
977,1,1,0,0,57,27,90,51,2
978,1,1,0,0,37,25,0,45,2
979,1,1,0,0,23,24,41,0,2
980,0,1,0,0,61,46,83,50,0
981,2,1,0,0,38,24,63,35,2
982,1,1,0,0,58,23,72,0,2
983,-2,0,0,0,27,26,51,41,0
984,0,0,0,0,24,60,0,90,0
985,2,1,0,0,46,38,51,63,2
986,1,1,0,0,45,34,86,41,2
987,0,2,0,0,26,37,36,53,1
988,1,1,0,0,25,48,45,86,2
989,-1,0,0,0,23,34,0,45,1
990,1,1,0,0,27,29,36,41,2
991,-2,0,0,0,19,40,41,0,0
992,1,1,0,0,49,34,51,41,2
993,0,2,0,0,63,38,90,53,2
994,1,1,0,0,30,49,36,50,1
995,3,1,0,0,48,19,86,41,2
996,0,0,0,0,28,46,45,62,0
997,-1,1,0,0,49,27,62,0,1
998,0,2,0,0,42,32,63,41,2
999,0,0,0,0,19,24,41,35,2
1000,0,0,0,0,36,52,45,51,0
1001,2,1,0,0,31,44,36,0,2
1002,-1,0,0,0,27,28,51,0,0
1003,0,0,0,0,66,51,90,86,2
1004,-2,0,0,0,38,50,53,50,0
1005,-1,0,0,0,34,64,41,83,1
1006,-1,0,0,0,53,45,50,63,0
1007,0,0,0,0,50,34,62,36,1
1008,-1,0,0,0,22,65,41,83,0
1009,1,1,0,0,68,51,83,62,2
1010,1,1,0,0,24,38,35,53,2
1011,2,1,0,0,55,22,51,41,2
1012,0,0,0,0,27,36,51,45,0
1013,0,2,0,0,31,48,0,63,1
1014,-1,0,0,0,32,69,41,90,0
1015,2,1,0,0,51,35,86,36,2
1016,0,0,0,0,44,67,0,72,1
1017,0,2,0,0,53,31,50,45,2
1018,-1,0,0,0,24,38,0,41,0
1019,-1,0,0,0,72,71,90,83,0
1020,0,2,0,0,68,32,72,0,2
1021,-1,0,0,0,32,51,41,62,0
1022,0,2,0,0,22,41,41,41,1
1023,1,1,0,0,39,27,45,35,2
1024,3,1,0,0,35,58,36,51,2
1025,-5,0,0,0,24,56,0,50,0
1026,0,1,0,0,27,24,35,0,0
1027,0,2,0,0,28,38,51,36,2
1028,0,0,0,0,45,54,0,86,1
1029,0,2,0,0,42,72,41,90,1
1030,0,2,0,0,55,41,86,53,1
1031,1,1,0,0,74,32,83,41,2
1032,0,2,0,0,32,42,0,45,1
1033,-1,0,0,0,54,50,62,63,1
1034,0,2,0,0,31,23,45,41,1
1035,0,2,0,0,42,33,53,0,1
1036,1,1,0,0,43,32,45,41,0
1037,2,1,0,0,38,27,36,0,2
1038,2,1,0,0,61,77,51,83,2
1039,-1,1,0,0,24,55,41,62,0
1040,0,0,0,0,62,73,50,90,0
1041,0,2,0,0,46,27,0,35,1
1042,-1,0,0,0,43,51,41,63,0
1043,2,1,0,0,56,31,86,51,2
1044,-1,0,0,0,32,71,45,72,2
1045,0,2,0,0,76,64,90,51,2
1046,2,1,0,0,35,24,41,41,1
1047,0,2,0,0,61,47,62,0,2
1048,0,0,0,0,27,59,0,86,0
1049,-1,0,0,0,54,43,63,53,2
1050,1,0,0,0,63,64,50,62,2
1051,-1,0,0,0,62,80,86,83,0
1052,1,1,0,0,43,34,53,51,2
1053,-1,0,0,0,44,79,36,90,0
1054,2,1,0,0,47,27,0,0,2
1055,0,1,0,0,35,28,45,35,1
1056,0,0,0,0,46,44,53,45,0
1057,0,0,0,0,66,67,50,51,0
1058,2,1,0,0,9,0,62,41,2
1059,0,0,0,0,3,7,41,45,1
1060,0,0,0,0,4,4,35,0,0
1061,0,0,0,0,4,9,51,86,0
1062,1,1,0,0,15,12,83,51,2
1063,1,1,0,0,3,4,63,41,2
1064,0,0,0,0,6,9,53,72,0
1065,2,1,0,0,12,9,51,0,2
1066,0,1,0,0,6,18,45,83,2
1067,2,1,0,0,19,8,90,41,2
1068,-2,0,0,0,3,16,41,51,0
1069,0,1,0,0,9,5,45,51,2
1070,1,1,0,0,13,15,36,86,2
1071,0,2,0,0,22,10,90,41,2
1072,-1,0,1,0,16,6,36,51,1
1073,3,1,0,0,30,10,83,0,2
1074,1,0,0,0,11,10,35,51,1
1075,1,1,0,0,25,15,90,63,2
1076,0,2,0,0,17,25,36,72,2
1077,0,0,0,0,22,36,50,83,2
1078,1,1,0,0,10,12,0,41,2
1079,0,0,0,0,36,16,83,63,1
1080,0,2,0,0,16,18,35,41,1
1081,-1,0,0,0,34,26,90,62,0
1082,1,1,0,0,20,10,36,41,1
1083,-1,0,0,0,27,13,51,0,0
1084,-1,0,0,0,19,16,0,41,1
1085,0,2,0,0,27,19,86,0,2
1086,2,1,0,0,29,21,50,45,2
1087,1,1,0,0,21,18,36,63,1
1088,-1,0,0,0,18,19,45,41,1
1089,0,0,0,0,21,29,45,0,0
1090,-1,0,0,0,19,32,0,50,0
1091,2,1,0,0,23,38,63,50,2
1092,0,2,0,0,44,20,90,0,2
1093,0,2,0,0,37,18,51,35,1
1094,0,0,1,1,19,19,0,45,0
1095,1,1,0,0,24,22,41,45,2
1096,2,1,0,0,26,23,63,36,2
1097,-1,0,0,0,20,51,0,83,0
1098,0,0,0,0,22,29,45,63,0
1099,0,2,0,0,27,15,53,41,2
1100,-1,0,0,0,34,21,0,0,2
1101,2,1,0,0,55,49,83,72,2
1102,2,1,0,0,31,23,53,0,2
1103,1,1,0,0,16,31,41,45,0
1104,-1,0,0,0,24,58,0,83,0
1105,-1,0,0,0,25,43,45,51,0
1106,0,0,0,0,23,16,0,41,0
1107,0,1,0,0,34,55,45,72,0
1108,-1,0,0,0,43,41,0,63,1
1109,1,1,0,0,29,28,41,45,2
1110,-1,0,0,0,24,24,0,0,0
1111,0,1,0,0,61,27,83,51,2
1112,0,0,1,0,24,61,35,72,0
1113,0,2,0,0,35,45,45,62,1
1114,1,1,1,0,64,27,72,51,2
1115,0,2,0,0,28,24,45,0,2
1116,1,1,0,0,38,44,41,0,2
1117,1,1,0,0,49,27,63,51,1
1118,-1,0,0,0,38,31,53,45,2
1119,2,1,0,0,59,46,50,0,2
1120,1,1,0,0,58,71,51,72,2
1121,-1,0,0,0,28,58,35,62,0
1122,1,0,0,0,31,35,51,45,2
1123,-1,0,0,0,34,43,0,41,1
1124,-1,0,0,1,28,41,35,36,0
1125,0,2,0,0,71,62,72,50,1
1126,3,1,0,0,77,43,83,45,2
1127,1,1,0,0,64,36,51,41,2
1128,0,2,0,0,43,57,45,63,1
1129,1,1,0,0,25,35,41,0,2
1130,0,0,0,0,44,72,41,72,2
1131,0,0,0,0,35,44,0,36,2
1132,0,1,0,0,34,66,51,50,1
1133,2,1,0,0,82,47,90,45,2
1134,0,2,0,0,29,62,35,86,1
1135,0,2,0,0,58,28,63,41,2
1136,2,1,0,1,83,36,83,45,2
1137,-1,0,0,0,27,70,0,51,2
1138,1,1,0,0,36,50,41,0,2
1139,0,0,0,0,64,47,62,41,0
1140,3,1,0,0,72,46,72,53,2
1141,0,2,1,1,0,0,63,75,1
1142,0,2,0,0,0,0,70,67,1
1143,2,1,0,0,0,0,64,35,2
1144,1,1,0,0,0,0,50,61,2
1145,0,2,0,0,0,0,39,46,1
1146,1,1,1,0,0,0,44,50,1
1147,-3,0,0,0,0,0,36,0,0
1148,2,1,0,0,0,0,38,47,2
1149,2,1,0,0,0,0,86,0,2
1150,2,1,0,0,0,0,85,0,2
1151,3,1,0,1,1,3,75,0,2
1152,0,0,0,0,1,3,50,50,1
1153,1,1,0,0,0,3,61,38,1
1154,-1,0,0,0,0,1,47,70,0
1155,0,2,0,0,0,1,0,44,2
1156,1,1,0,0,0,1,35,39,0
1157,1,1,0,0,1,1,67,63,2
1158,2,0,0,0,0,3,0,64,2
1159,-1,0,0,0,1,3,46,85,0
1160,0,0,0,0,3,4,50,75,0
1161,-1,0,0,0,3,2,0,46,1
1162,2,1,0,0,6,0,86,47,2
1163,0,0,0,0,4,0,70,36,0
1164,1,1,0,0,4,3,38,0,1
1165,1,1,0,0,4,0,85,35,2
1166,-1,0,1,0,4,4,39,50,1
1167,0,2,0,0,1,3,63,0,2
1168,0,2,0,0,1,4,44,67,2
1169,1,1,0,0,3,1,64,61,2
1170,-2,0,0,0,0,9,35,86,0
1171,0,0,0,1,3,4,36,44,1
1172,0,2,0,0,5,4,50,63,1
1173,0,1,0,0,1,7,61,85,0
1174,0,1,0,0,7,5,75,39,2
1175,-1,0,0,0,3,5,46,38,2
1176,-1,0,0,0,4,3,67,50,1
1177,-1,0,0,0,4,4,0,0,0
1178,0,0,0,0,3,4,0,70,1
1179,0,1,0,0,6,5,64,39,1
1180,1,1,0,0,4,6,50,46,1
1181,-1,0,0,0,2,4,61,0,0
1182,-1,0,0,0,5,5,70,38,2
1183,-1,0,0,0,4,6,0,50,2
1184,1,1,0,0,8,5,85,63,2
1185,-1,0,0,0,4,5,36,67,0
1186,4,1,0,0,12,7,86,0,2
1187,-1,0,0,0,3,0,47,35,1
1188,0,2,0,0,8,15,67,86,2
1189,-1,0,0,0,11,7,75,0,0
1190,0,2,0,0,6,4,50,36,1
1191,-1,0,0,0,7,5,0,50,0
1192,0,1,0,0,6,11,39,85,1
1193,-1,0,0,0,5,7,38,64,0
1194,1,1,0,0,7,4,0,47,0
1195,0,2,0,1,5,5,36,38,2
1196,0,0,0,0,7,3,50,61,0
1197,0,2,0,0,7,8,47,50,2
1198,0,1,0,0,11,7,67,0,2
1199,-2,0,0,0,6,7,63,0,0
1200,1,1,0,0,15,11,86,75,2
1201,0,0,0,0,10,14,0,67,0
1202,0,0,0,0,11,7,75,50,2
1203,1,1,0,0,8,10,39,47,2
1204,0,1,0,0,9,11,46,70,0
1205,0,2,1,0,8,8,50,44,1
1206,1,1,0,0,6,6,61,63,2
1207,1,1,0,0,7,10,50,0,2
1208,1,1,0,0,19,6,86,38,2
1209,1,1,0,0,9,11,44,64,2
1210,1,0,0,0,12,9,0,46,2
1211,0,2,0,0,9,11,36,39,1
1212,0,1,0,0,6,8,35,0,0
1213,-1,0,0,0,10,14,47,85,0
1214,0,2,0,0,6,9,63,50,2
1215,-2,0,1,0,17,14,67,75,0
1216,0,0,0,0,14,9,70,61,1
1217,0,1,0,0,9,22,50,86,0
1218,0,2,0,0,10,10,61,47,2
1219,3,1,0,0,11,12,0,44,2
1220,0,0,0,0,12,9,39,63,0
1221,0,2,0,0,17,6,75,35,2
1222,1,1,0,2,10,15,0,0,2
1223,0,2,0,0,11,10,64,50,1
1224,1,1,0,0,12,15,39,70,2
1225,0,0,0,0,11,6,50,35,1
1226,0,2,0,0,9,10,50,36,2
1227,0,1,0,0,13,13,0,61,1
1228,-1,0,0,0,12,12,46,64,1
1229,1,1,0,0,20,9,85,38,2
1230,2,1,0,0,12,10,44,47,2
1231,-1,0,0,0,20,14,75,0,0
1232,-2,0,0,0,15,17,0,67,0
1233,2,1,0,0,12,25,63,86,2
1234,1,1,0,0,10,12,47,50,2
1235,0,2,0,0,15,15,70,44,1
1236,0,1,0,0,13,14,64,0,2
1237,1,1,0,0,25,13,86,46,2
1238,-1,0,0,0,17,12,0,50,0
1239,0,0,0,0,7,15,35,0,1
1240,-1,0,0,0,10,15,36,63,1
1241,-1,0,0,0,9,20,38,75,0
1242,0,0,0,0,14,15,61,39,1
1243,0,2,0,0,20,23,67,85,1
1244,3,1,0,0,16,15,70,50,2
1245,0,2,0,0,8,14,35,0,1
1246,0,2,0,0,11,16,36,0,2
1247,-1,0,0,0,9,16,38,39,0
1248,0,2,0,0,13,16,47,63,2
1249,-1,0,0,0,15,23,61,75,0
1250,-1,0,0,0,28,16,86,44,0
1251,0,2,0,0,16,24,64,85,1
1252,0,2,0,0,21,12,67,50,1
1253,0,2,0,0,17,13,0,46,1
1254,2,1,0,0,19,18,39,0,2
1255,-3,0,0,0,14,22,46,67,0
1256,2,1,0,0,26,19,75,70,0
1257,1,1,0,0,13,28,50,86,2
1258,2,1,0,0,15,9,0,38,2
1259,0,0,0,0,19,15,44,61,1
1260,1,1,0,0,15,17,50,64,2
1261,-1,0,0,0,16,16,61,0,0
1262,-1,0,0,0,14,16,46,50,1
1263,3,1,0,0,28,18,85,50,2
1264,0,0,0,0,19,25,47,67,1
1265,1,1,0,0,9,14,35,36,2
1266,0,2,0,0,9,20,38,44,2
1267,0,1,0,0,18,28,0,86,1
1268,-1,0,0,0,22,19,70,63,2
1269,-2,0,0,0,17,26,64,75,0
1270,-1,0,0,0,22,18,39,0,1
1271,1,1,0,0,20,12,44,35,2
1272,0,1,0,0,29,15,75,46,2
1273,-1,0,0,0,17,25,50,70,1
1274,2,1,0,0,18,12,50,38,2
1275,2,1,0,0,19,17,63,64,2
1276,1,1,0,0,19,19,0,0,2
1277,0,2,0,0,15,23,46,44,1
1278,0,0,0,0,21,19,47,0,0
1279,0,2,0,0,17,15,61,36,1
1280,-2,0,0,0,32,18,67,61,0
1281,1,1,0,0,24,26,44,39,2
1282,0,2,0,0,21,12,50,35,1
1283,1,1,0,0,31,32,85,75,2
1284,0,2,0,0,23,21,39,50,2
1285,1,1,0,0,12,18,38,50,2
1286,1,1,0,0,26,30,70,86,0
1287,1,1,0,0,17,22,64,0,2
1288,-1,1,0,0,16,13,46,35,0
1289,0,0,0,0,22,21,50,47,0
1290,1,1,0,0,32,31,75,86,2
1291,3,1,0,0,35,20,67,64,2
1292,-2,0,0,0,24,16,47,46,0
1293,0,0,0,0,27,22,44,0,0
1294,0,2,0,0,30,22,70,0,2
1295,0,0,0,0,22,22,0,50,0
1296,0,1,0,0,16,21,35,61,1
1297,0,0,0,0,18,37,50,85,1
1298,0,2,0,0,31,29,86,39,2
1299,-1,1,0,0,19,35,36,75,1
1300,0,0,0,0,22,15,63,38,0
1301,2,1,0,0,38,25,67,0,2
1302,1,1,0,0,24,22,47,61,2
1303,2,1,0,0,27,25,44,50,2
1304,1,1,0,0,33,19,70,46,2
1305,0,2,0,0,17,18,35,38,2
1306,-1,0,0,0,19,36,50,75,0
1307,0,1,0,0,34,20,86,64,1
1308,-1,0,0,0,20,22,36,0,0
1309,0,0,0,0,22,38,0,85,1
1310,-1,0,0,0,22,29,63,39,2
1311,0,0,0,0,25,25,0,63,2
1312,0,2,0,0,39,41,75,67,1
1313,0,0,0,0,21,30,64,44,0
1314,3,1,0,0,25,20,0,35,2
1315,1,1,0,0,18,35,38,86,2
1316,2,1,0,0,25,25,50,63,2
1317,0,2,0,0,29,20,39,36,1
1318,0,1,0,0,22,36,61,70,2
1319,-1,0,0,0,25,19,0,50,0
1320,0,2,0,0,35,28,86,50,2
1321,0,0,0,0,42,21,67,38,2
1322,1,1,0,0,27,30,47,39,2
1323,0,0,0,0,22,28,0,0,2
1324,0,2,0,0,21,22,36,46,1
1325,-2,0,0,0,20,40,35,75,0
1326,0,2,0,0,22,21,50,64,1
1327,0,0,0,0,33,28,44,0,1
1328,-1,0,0,0,46,27,75,61,2
1329,0,1,0,0,37,41,44,86,0
1330,2,1,0,0,51,28,85,64,2
1331,-1,1,0,0,25,22,0,36,1
1332,0,2,0,0,29,26,63,46,2
1333,2,1,0,0,28,48,0,85,0
1334,0,0,0,0,22,25,36,64,0
1335,-2,0,0,0,30,38,39,86,0
1336,1,1,0,0,28,25,50,0,2
1337,-1,0,0,0,21,26,38,63,0
1338,1,1,0,0,43,22,75,36,2
1339,-2,0,0,0,28,34,0,44,0
1340,-1,0,0,0,26,20,61,35,1
1341,1,1,0,0,23,30,46,47,2
1342,3,1,0,0,45,23,85,50,2
1343,-1,0,0,0,23,45,50,67,1
